,video_id,comment_text,likes,replies,sentiment,text
16369,PPg1gN_ey2o,Loved it!!! now I can't wait for adelaine morin room makeover.,0,0,1,loved cant wait adelaine morin room makeover
16376,PPg1gN_ey2o,I so need Mr. Kate to do a home makeover for me. Gorgeous as always!!!!,0,0,1,need mr kate home makeover gorgeous always
16383,PPg1gN_ey2o,What a beautiful office! Liza's reaction was priceless!😊,0,0,1,beautiful office lizas reaction priceless
16396,PPg1gN_ey2o,Its amazing!!! 😱😱😱😱💗,0,0,1,amazing
16403,PPg1gN_ey2o,THIS IS THE BEST ONE YET!! 😍,0,0,1,best one yet
16431,PPg1gN_ey2o,"The office looks amazing! I wanna work in that office! And seeing Liza cry, made me cry!",0,0,1,office looks amazing wanna work office seeing liza cry made cry
16478,k0WRpQU9zK0,R3HAB is best D J,0,0,1,r3hab best j
16485,k0WRpQU9zK0,"What a beautiful country,Japan!!",0,0,1,beautiful countryjapan
16504,k0WRpQU9zK0,Everything is perfect in this song\n\nExcept that there is an end,1,0,1,everything perfect song\n\nexcept end
16533,k0WRpQU9zK0,The best song! 😎,0,0,1,best song
16548,k0WRpQU9zK0,Best balance ever,0,0,1,best balance ever
16552,k0WRpQU9zK0,perfect collab 👌,0,0,1,perfect collab
16553,k0WRpQU9zK0,Perfect track!❤,0,0,1,perfect track
16555,k0WRpQU9zK0,great video!,0,0,1,great video
16579,-1fzGnFwz9M,Soo cute!!!!,0,0,1,soo cute
16580,-1fzGnFwz9M,TRENDING!!! :D,0,0,1,trending
16753,fM8yID63CSA,"Dear gaga, thank you for your honesty. <3",0,0,1,dear gaga thank honesty 3
16782,fM8yID63CSA,What a load of crap!!,0,1,-1,load crap
16788,fM8yID63CSA,She is sooo Annoying !!!!,0,2,-1,sooo annoying
16826,CYoRmfI0LUc,Even the best are susceptible to vertical video syndrome.,0,0,1,even best susceptible vertical video syndrome
16829,CYoRmfI0LUc,"Serena Williams, already a living legend ♥ .",0,0,1,serena williams already living legend
16837,CYoRmfI0LUc,Very beautiful! Congrats to you both!,0,0,1,beautiful congrats
16888,CYoRmfI0LUc,All the best,1,0,1,best
16912,cNgT8qEQJ3w,Crap! it works! I just tried it.,0,0,-1,crap works tried
16954,scIizw2asro,I AM THE GREAT JURRIGAN! I NEED T.P. FOR MY BUNGHOLE!!,0,0,1,great jurrigan need tp bunghole
16989,scIizw2asro,IT was the worst Horror movie I've seen in two years...,0,0,-1,worst horror movie ive seen two years
17109,XpVt6Z1Gjjo,I LOVE YOU LOGAN!!!!!!!! Xxxxxxxx,0,0,1,love logan xxxxxxxx
17112,XpVt6Z1Gjjo,Your the best,0,0,1,best
17134,XpVt6Z1Gjjo,Those shirts are Sick!!,2,0,-1,shirts sick
17168,WYYvHb03Eog,This is freakin' awesome!  Now my phone doesn't just spy on me.  Now it can recognize my friends too and spy on them.  That's not going to be abused... nawwww....,0,0,1,freakin awesome phone doesnt spy recognize friends spy thats going abused nawwww
17286,xHvVhhFvLtY,Plus 1mil subs in a day?? Holy crap. Well deserved!,0,0,-1,plus 1mil subs day holy crap well deserved
17292,xHvVhhFvLtY,BORING!!! Come to Australia!!! There's plenty of things to sting you 😉,0,0,-1,boring come australia theres plenty things sting
17306,xHvVhhFvLtY,COYOTE! YOU GUYS HIT 8 MILLION SUBSCRIBERS!! AWESOME!,0,0,1,coyote guys hit 8 million subscribers awesome
17436,F4ELqraXx-U,Great video!,0,1,1,great video
17528,bvomHFZO0mk,The trailer looks wonderful,1,0,1,trailer looks wonderful
17532,bvomHFZO0mk,"Dis gonna be best movie, guaranteed",1,0,1,dis gonna best movie guaranteed
17555,9YyB6sQ4iwA,Your awesome ❤️,0,0,1,awesome
17778,0eKdNcP4xrM,This is their best work.,0,0,1,best work
17787,0eKdNcP4xrM,That was great guys!,0,0,1,great guys
17788,0eKdNcP4xrM,What a rollercoaster!!   I was so close to dislike and not finish but then it was awesome!!,0,0,1,rollercoaster close dislike finish awesome
17799,0eKdNcP4xrM,That was the best thing ever,0,0,1,best thing ever
17820,0eKdNcP4xrM,You guys are awesome,0,0,1,guys awesome
17834,0eKdNcP4xrM,This is brilliant.  Bravo !,0,0,1,brilliant bravo
17985,sjlHnJvXdQs,Apple is the best. Deal with it,0,0,1,apple best deal
18003,sjlHnJvXdQs,did anyone notice the poop emoji from the best sony motion picture Emoji movie in the corner there (on the thumbnail),0,0,1,anyone notice poop emoji best sony motion picture emoji movie corner thumbnail
18005,sjlHnJvXdQs,Check out my iPhone X parody on my channel too! :D,0,0,1,check iphone x parody channel
18104,l864IBj7cgw,You gotta love Jennifer Lawrence!!!!!!!,0,0,1,gotta love jennifer lawrence
18109,l864IBj7cgw,Watch this awesome guys rocket league shot,0,0,1,watch awesome guys rocket league shot
18121,l864IBj7cgw,"Jenn is awesome, bye haters",0,0,1,jenn awesome bye haters
18247,_HTXMhKWqnA,I am very happy with my flip phone. I am on a pre-paid system per month.,0,0,1,happy flip phone prepaid system per month
18277,_HTXMhKWqnA,Worst design ever!!! They would have just copied S8 for once,0,0,-1,worst design ever would copied s8
18312,_HTXMhKWqnA,The best phone every wowwwwwwwwwwwwwwwwwwwwwwwwwwwwwww.,0,0,1,best phone every wowwwwwwwwwwwwwwwwwwwwwwwwwwwwwww
18393,YSVlSmZWzm0,"If you are not hypnotized by the awesome graphics, skip to the reason, somewhere around 3:22.",0,0,1,hypnotized awesome graphics skip reason somewhere around 322
18412,YSVlSmZWzm0,no... the catcher in the rye is the worst book thought in school,0,0,-1,catcher rye worst book thought school
18418,YSVlSmZWzm0,I read this my 9th grade year you read it in 4th grade... my teacher said it had one of the best endings ever but I didn't understand one bit on how it was one of the best Nobel endings,0,0,1,read 9th grade year read 4th grade teacher said one best endings ever didnt understand one bit one best nobel endings
18420,YSVlSmZWzm0,The book was so damn boring,0,0,-1,book damn boring
18463,cOboLQMO4tQ,Why is this an issue or outrageous? We ask know for a fact trump is a racist and a misogynist.  So what's the deal?,0,0,-1,issue outrageous ask know fact trump racist misogynist whats deal
18522,cOboLQMO4tQ,God she's UGLY!!!,2,0,-1,god shes ugly
18538,cMKX2tE5Luk,Cannot fucking wait!!!,0,0,-1,cannot fucking wait
18617,cMKX2tE5Luk,this looks AWESOME!!! james nailed it!! i can't wait to see it,1,0,1,looks awesome james nailed cant wait see
18640,4MkC65emkG4,I was looking for Hatsune Miku and I found this :D,0,0,1,looking hatsune miku found
18787,vu_9muoxT50,He is the best,0,0,1,best
18804,vu_9muoxT50,Is it just me or does Mel B always look perfect,0,0,1,mel b always look perfect
18821,vu_9muoxT50,This is insane,0,0,-1,insane
18974,-Ifnaxi2LQg,"I like fergie, but this song is so boring",0,0,-1,like fergie song boring
19011,-Ifnaxi2LQg,Fergie ft nicky minaj awesome  😍❤,0,0,1,fergie ft nicky minaj awesome
19023,-Ifnaxi2LQg,Love you Fergie!!!!!!!!!!!!!!,0,0,1,love fergie
19025,-Ifnaxi2LQg,FERRRGIEEE MAH GIRL!!!!! THIS IS AMAZING!!!!!,0,0,1,ferrrgieee mah girl amazing
19077,CsdzflTXBVQ,That was awesome. I just subscribed.,0,0,1,awesome subscribed
19080,CsdzflTXBVQ,Great vid! Check out Gonzoe Speaking On Tupac's Death 21 Years Ago!↙\nhttps://youtu.be/KYgKNsguseU,0,0,1,great vid check gonzoe speaking tupacs death 21 years ago\nhttpsyoutubekygknsguseu
19151,eERPlIdPJtI,omg this makes me so happy for you! you rock!!,0,0,1,omg makes happy rock
19161,eERPlIdPJtI,You're looking great boogie!,0,0,1,youre looking great boogie
19182,eERPlIdPJtI,I'm happy for you Boogie!,0,0,1,im happy boogie
19196,eERPlIdPJtI,"Should have done keto, either way great job!",0,0,1,done keto either way great job
19200,eERPlIdPJtI,Lookin' good Boogie!!,0,0,1,lookin good boogie
19208,eERPlIdPJtI,Looking great Boogie!,0,0,1,looking great boogie
19212,eERPlIdPJtI,Lookin great Boogie!,0,0,1,lookin great boogie
19226,eERPlIdPJtI,"GUNNA BE AWESOME, GUNNA SEE YOUR PP SOON!!!! GRATS MAN",0,0,1,gunna awesome gunna see pp soon grats man
19326,R6ja9qNmOaM,Lil Snup Said it Best Balling like Melo,0,0,1,lil snup said best balling like melo
19334,1L7JFN7tQLs,Great review !,0,0,1,great review
19343,1L7JFN7tQLs,Awesome phone,0,0,1,awesome phone
19346,1L7JFN7tQLs,Awesome 🙂,0,0,1,awesome
19351,1L7JFN7tQLs,Hey apple welcome to 2012!,0,0,1,hey apple welcome 2012
19362,1L7JFN7tQLs,so awesome!!!,0,0,1,awesome
19393,1L7JFN7tQLs,That curve on fullscreen is really annoying ! hmm,0,0,-1,curve fullscreen really annoying hmm
19408,1L7JFN7tQLs,Face ID and Wireless charging is very impressive,0,0,1,face id wireless charging impressive
19413,1L7JFN7tQLs,I never owned an iPhone til today but that iPhone X looks really awesome.,0,0,1,never owned iphone til today iphone x looks really awesome
19421,1L7JFN7tQLs,Best iPhone X video I’ve seen yet!,0,0,1,best iphone x video ive seen yet
19443,zgLtEob6X-Q,Please sayJar jar is the best character in Star Wars .,0,0,1,please sayjar jar best character star wars
19449,zgLtEob6X-Q,"Plz do an honest trailer for Netflix death note movie, even though we all know it suxed!!!",0,0,1,plz honest trailer netflix death note movie even though know suxed
19484,zgLtEob6X-Q,Can you say:I am proud to have man beeewwwwwwwwwwbbbbbsssssss!!!,0,0,1,sayi proud man beeewwwwwwwwwwbbbbbsssssss
19558,ZQK1F0wz6z4,It's Chris.  LOL!!  Perfect ending.,0,0,1,chris lol perfect ending
19655,_ANP3HR1jsM,It was Awesome,0,0,1,awesome
19734,zAtHxJvSczA,All to well is the best ts song,66,3,1,well best ts song
19740,zAtHxJvSczA,All Too Well is her best song,0,0,1,well best song
19747,zAtHxJvSczA,All Too Well is the best song to ever exist *period*,2,0,1,well best song ever exist period
19792,Ayb_2qbZHm4,"Ah college, best 12 years of my life",0,0,1,ah college best 12 years life
19883,xzPRACH6YwE,Y'ALL BETTER DO IT!!!!!!!!!!!,0,0,1,yall better
19953,xzPRACH6YwE,BEST PERFORMANCE EVER,0,0,1,best performance ever
20037,zcqZHYo7ONs,Your best video in ages.,0,0,1,best video ages
20181,unIkqhB2nA0,girls with makeup tho :D,0,0,1,girls makeup tho
20254,unIkqhB2nA0,Or maybe that gesture was a safe-rescue gesture just in case face recognition won't work during the presentation? :D,0,0,1,maybe gesture saferescue gesture case face recognition wont work presentation
20398,UCrBICYM0yM,This looks like themes Oscar bait-y movie ever. With the exception of that God awful Will Smith movie um... Collateral Beauty,0,0,-1,looks like themes oscar baity movie ever exception god awful smith movie um collateral beauty
20402,UCrBICYM0yM,What an amazing movie idea!!! Can't wait,0,0,1,amazing movie idea cant wait
20461,UCrBICYM0yM,best picture contender,0,0,1,best picture contender
20462,UCrBICYM0yM,Honey I Shrunk the boring dialog actors!,0,0,-1,honey shrunk boring dialog actors
20546,A0lYm7Qsbak,best product they made was the SE,0,0,1,best product made se
20565,A0lYm7Qsbak,Question which one is Best.   \nGalaxy note 8 \nGalaxy S8 Plus \nIPhone X\nIPhone 8 Plus,1,0,1,question one best \ngalaxy note 8 \ngalaxy s8 plus \niphone x\niphone 8 plus
20579,JhA1Wi9mrns,Awesome song,0,0,1,awesome song
20582,JhA1Wi9mrns,Very nice song!!!!,1,0,1,nice song
20583,JhA1Wi9mrns,Awesome song kid rock!,1,0,1,awesome song kid rock
20602,JhA1Wi9mrns,"This video is a tribute to the lives lost September 11, 2001 and all the brave men and women who died of illness years after participating in the rescue and recovery effort.\n\nhttps://youtu.be/zz11ZTB9Mdg\n\n#Don't forget 9/11\n#Follow KID ROCK!",0,0,1,video tribute lives lost september 11 2001 brave men women died illness years participating rescue recovery effort\n\nhttpsyoutubezz11ztb9mdg\n\ndont forget 911\nfollow kid rock
20639,JhA1Wi9mrns,Thank you for the good music!!!,1,0,1,thank good music
20763,T_PuZBdT2iM,So awesome,0,0,1,awesome
20796,FMVw_Ty8qTY,Your Makeup looked so flawless ❤️ lots of greetings from germany,0,0,1,makeup looked flawless lots greetings germany
20840,FMVw_Ty8qTY,You're doing a really good job 😊 thank you for taking us along!!,0,0,1,youre really good job thank taking us along
20845,FMVw_Ty8qTY,lol i do the t-rex hand too!!,0,0,1,lol trex hand
20873,FMVw_Ty8qTY,Fantastic vlog!!!!!!,0,0,1,fantastic vlog
20920,QBGaO89cBMI,"This songs seems so ancient, yet perfect for its time. And it's always time for Radiohead.",2,0,1,songs seems ancient yet perfect time always time radiohead
20958,QBGaO89cBMI,Awesome video!!!!!! welldone Radiohead,1,0,1,awesome video welldone radiohead
20994,3qVHkOOyD5s,A Demi arrasou ♥ 🇵🇹,3,0,1,demi arrasou
21007,3qVHkOOyD5s,O my god Demi is terrible,0,0,-1,god demi terrible
21026,3qVHkOOyD5s,CeCe!!! <3,0,0,1,cece 3
21054,B7YaMkCl3XA,My best friend is Cuban 😥,0,0,1,best friend cuban
21061,B7YaMkCl3XA,"Far-left journalists before Irma = Cuba has the best protocol to protect their citizens, they will have no casualties\nAfter Irma = . . . . . . . . . .",0,0,1,farleft journalists irma cuba best protocol protect citizens casualties\nafter irma
21079,B7YaMkCl3XA,10? More like fidget spinners!!!!,0,0,1,10 like fidget spinners
21121,B7YaMkCl3XA,Sub to me if this is terrible,0,1,-1,sub terrible
21128,B7YaMkCl3XA,Every one let's help the best we can it's time to make a change!!,0,1,1,every one lets help best time make change
21143,ZtXkNMbjOEE,Tori is so perfect 👌 just saying 😍😘,10,0,1,tori perfect saying
21147,ZtXkNMbjOEE,#43 trending 😄 these two have beautiful voices! Can't wait for TK2 😭,8,0,1,43 trending two beautiful voices cant wait tk2
21161,ZtXkNMbjOEE,"omg idec, this is the best thing ever.",13,0,1,omg idec best thing ever
21169,ZtXkNMbjOEE,Tori Kelly's voice is beautiful!,2,0,1,tori kellys voice beautiful
21179,ZtXkNMbjOEE,This performance gave me chills! BEAUTIFUL!!,2,0,1,performance gave chills beautiful
21194,ZtXkNMbjOEE,Beautiful!!!!,1,0,1,beautiful
21196,ZtXkNMbjOEE,THIS WAS BEAUTIFUL!!!!!!! QUE BONITO OML,1,0,1,beautiful que bonito oml
21202,LcZ2AuvxXNA,Dude Perfect needs a Snapchat 😱\n\n\n\n\nLike if you agree!!!,1,0,1,dude perfect needs snapchat \n\n\n\n\nlike agree
21205,LcZ2AuvxXNA,BEST NERF AD EVER! 11 million views in 2 days XD,1,0,1,best nerf ad ever 11 million views 2 days xd
21217,LcZ2AuvxXNA,Their reactions look so forced...and i don't want to say this but this episode was boring...,0,0,-1,reactions look forcedand dont want say episode boring
21222,LcZ2AuvxXNA,Worst channel i have ever seen Like if u not agree,0,0,-1,worst channel ever seen like u agree
21246,LcZ2AuvxXNA,These guys are fighting for number 1 best pro Hanzo player,0,0,1,guys fighting number 1 best pro hanzo player
21254,LcZ2AuvxXNA,i got the perfect idea. Dominos trick edition,0,0,1,got perfect idea dominos trick edition
21259,LcZ2AuvxXNA,Who are the 8k that don't like this?!?  What are you expecting.  These are great!,0,0,1,8k dont like expecting great
21266,LcZ2AuvxXNA,YOU DON'T HAVE TO LOOK AT THE SHOT ONCE YOU'VE LINED IT UP PERFECTLY,0,0,1,dont look shot youve lined perfectly
21278,LcZ2AuvxXNA,keep going DP ur awesome,0,0,1,keep going dp ur awesome
21291,LcZ2AuvxXNA,Awesome people,0,0,1,awesome people
21296,LcZ2AuvxXNA,Mom \nEdition | Dude Perfect????,0,0,1,mom \nedition dude perfect
21340,ql0Op1VcELw,Do you have a video on best time to book a flight or best days @wendover,0,0,1,video best time book flight best days wendover
21404,4Yue-q9Jdbk,"Now these two, now THESE two, o, forget it, why even comment, the picture describes it best.",0,0,1,two two forget even comment picture describes best
21422,4Yue-q9Jdbk,And if that's awesome what you see the kids intelligence,0,0,1,thats awesome see kids intelligence
21428,4Yue-q9Jdbk,this made me ridiculously happy!,0,0,1,made ridiculously happy
21433,4Yue-q9Jdbk,I LOVE YOU GUYS!!!!!!!!!!!!,0,0,1,love guys
21475,4Yue-q9Jdbk,MUSTACHIO!!! <3 <3,0,0,1,mustachio 3 3
21496,4Yue-q9Jdbk,How awful.,0,0,-1,awful
21519,l_uNfGY3v8E,a horrible attempt to try and get us to freak out,0,0,-1,horrible attempt try get us freak
21529,l_uNfGY3v8E,this is one of the worst videos I've ever seen,0,0,-1,one worst videos ive ever seen
21561,l_uNfGY3v8E,Whats with the horrible music? tf,0,0,-1,whats horrible music tf
21603,xA70bP5uzao,perfect foundation shade yasss,0,0,1,perfect foundation shade yasss
21628,xA70bP5uzao,Your skin is flawless 😍,0,0,1,skin flawless
21642,xA70bP5uzao,THAT CREAM BRONZER LOOKS SOOO GOOD ON YOU! I kinda wanna try it now! I've never done cream bronzer.. hmmm,0,0,1,cream bronzer looks sooo good kinda wanna try ive never done cream bronzer hmmm
21678,xA70bP5uzao,"the foundation matched the rest of your body, and the fenty blender application was so flawless...",1,0,1,foundation matched rest body fenty blender application flawless
21680,xA70bP5uzao,THANK YOU for saying your foundation shades in SO many foundations!!!! Biggest pet peeve is when youtubers don't mention the shade they buy in a foundation,1,0,1,thank saying foundation shades many foundations biggest pet peeve youtubers dont mention shade buy foundation
21705,IYvEhgYy35I,Best song in his reykjavik boiler room set...,0,0,1,best song reykjavik boiler room set
21714,IYvEhgYy35I,i want a jamie remix of EVERY xx song... #dream <3,0,0,1,want jamie remix every xx song dream 3
21717,IYvEhgYy35I,DAMN THIS REMIX IS SO GOOD!!!! Jamie is the best!!!,0,0,1,damn remix good jamie best
21739,IYvEhgYy35I,Can i get a remix of xx-angels? Its their best song in my opinion,0,0,1,get remix xxangels best song opinion
21752,IYvEhgYy35I,Jamie XX you did it again!! Amazing!!!,0,0,1,jamie xx amazing
21753,IYvEhgYy35I,How can music be so perfect,1,0,1,music perfect
21757,IYvEhgYy35I,<3,0,0,1,3
21761,IYvEhgYy35I,Tremendo remix! ♥,0,0,1,tremendo remix
21763,IYvEhgYy35I,"OMFG , marvelous!!!!!",0,0,1,omfg marvelous
21783,IYvEhgYy35I,Perfect remix!!!!,0,0,1,perfect remix
21790,IYvEhgYy35I,"YAAAAAAAAAASSSS, MORE PLEASE!!! !!!!!!!! !!!!!!!!!!!",0,0,1,yaaaaaaaaaassss please
21893,JO7X9ZPoAp8,need more mac!!!!!!!!!!!!!!!!,1,0,1,need mac
21908,HcNcOnIkQQU,Whatever it takes. ❤🔥 Hit like if you think Imagine Dragons are the best 😍,0,0,1,whatever takes hit like think imagine dragons best
21910,HcNcOnIkQQU,this is dope!! 😍 The best lyrics video i have ever watched.,0,0,1,dope best lyrics video ever watched
21926,HcNcOnIkQQU,Woah cool! I've never done a 360 video before!!!!!,0,0,1,woah cool ive never done 360 video
21955,HcNcOnIkQQU,This is awesome...,0,0,1,awesome
21966,HcNcOnIkQQU,this is awesome,0,0,1,awesome
21979,HcNcOnIkQQU,Best video ever,0,0,1,best video ever
21982,HcNcOnIkQQU,This is amazing!!!!!,0,0,1,amazing
21983,HcNcOnIkQQU,Increíble/ awesome,0,0,1,increble awesome
21992,HcNcOnIkQQU,So awesome,0,0,1,awesome
21995,HcNcOnIkQQU,this is excellent,0,0,1,excellent
22030,h_mpwaCJUrY,awesome ...............just awesome.,2,0,1,awesome awesome
22126,MdzGZv3zQ-U,FUCKING EXCELLENT EPISODE MAN,0,0,1,fucking excellent episode man
22162,62cWuFjzOgs,Thats the best color!,0,0,1,thats best color
22211,EVp4-qjWVJE,Terrible announcers,0,0,-1,terrible announcers
22228,EVp4-qjWVJE,Afc west is afc best.,0,0,1,afc west afc best
22260,EVp4-qjWVJE,I don't like this sportscaster  sounds very annoying,0,0,-1,dont like sportscaster sounds annoying
22323,2wxyDrfwlXQ,1998 the birth of awesome stuff like the birth of meee,0,0,1,1998 birth awesome stuff like birth meee
22356,2wxyDrfwlXQ,THE NEW KIDS ON THE BLOCK ARE MY OBSESSION!!!!!!!!!! SOOOOOOO JEALOUS!!!!!! I still have the VHS tapes!!!! I miss the 90's.,0,0,1,new kids block obsession sooooooo jealous still vhs tapes miss 90s
22368,2wxyDrfwlXQ,"Your makeup was awesome in this video, Bunny!",0,0,1,makeup awesome video bunny
22372,2wxyDrfwlXQ,I still have my purple caboodles box from I was 13 ! (I'm 29 now) lol it has spice girls stickers on it !,0,0,1,still purple caboodles box 13 im 29 lol spice girls stickers
22402,lv5uC6cfO5c,<3,0,0,1,3
22412,lv5uC6cfO5c,BRILLIANT!,0,0,1,brilliant
22413,lv5uC6cfO5c,Awesome !!!,0,0,1,awesome
22417,lv5uC6cfO5c,awesome,0,0,1,awesome
22451,lv5uC6cfO5c,One of the best songs off the album in my opinion,0,0,1,one best songs album opinion
22524,uBGECC5U09Q,This movie was boring,0,0,-1,movie boring
22545,uBGECC5U09Q,This video is really terrible,0,0,-1,video really terrible
22628,F1DxLQbx_bU,Nick's recipes are a gift we do not deserve <3 <3 <3,1,0,1,nicks recipes gift deserve 3 3 3
22633,F1DxLQbx_bU,Loved this!!!! ❤️❤️❤️❤️,0,0,1,loved
22637,F1DxLQbx_bU,Awesome,0,0,1,awesome
22643,F1DxLQbx_bU,I love this!!!! Plz keep them cummin!!!,0,0,1,love plz keep cummin
22650,F1DxLQbx_bU,Great video!! Something to please everyone. Our power went out on at noon Monday during Irma and just returned at noon today. I can't wait to bake one of these!!,0,0,1,great video something please everyone power went noon monday irma returned noon today cant wait bake one
22654,F1DxLQbx_bU,hi i love your videos!!!!!,0,0,1,hi love videos
22658,F1DxLQbx_bU,Vegan recipe !!! Thank youuu <3,0,0,1,vegan recipe thank youuu 3
22667,F1DxLQbx_bU,Love this vid!!!! ❤️,1,0,1,love vid
22683,H8t5M9_Tvzk,The best song of the album,0,0,1,best song album
22687,H8t5M9_Tvzk,The best song of álbum,0,0,1,best song lbum
22710,H8t5M9_Tvzk,The best band ever...\nIconic video!!\n🎧🎼🔊,0,0,1,best band ever\niconic video\n
22724,H8t5M9_Tvzk,The best band of the World!!!,1,0,1,best band world
22742,H8t5M9_Tvzk,AWESOME .... CHILE SEE YOU !!!!!!!!,0,0,1,awesome chile see
22760,H8t5M9_Tvzk,Very Good!,0,0,1,good
22773,H8t5M9_Tvzk,"Es demasiado sueño perfecto, ver a Dave convertido en astronauta. ♥",0,0,1,es demasiado sueo perfecto ver dave convertido en astronauta
22859,WWexI9YiLSc,excellent trailer,0,0,1,excellent trailer
22935,1ZNZY-gd3K0,"This tv show became trump witch hunt tube... and frankly, boring.",0,0,-1,tv show became trump witch hunt tube frankly boring
23025,wfZGngrCpys,The Best !! 💗💗⚡,0,0,1,best
23033,wfZGngrCpys,Walkers! ^^ \n(Hány magyar van itt? :D),0,0,1,walkers ^^ \nhny magyar van itt
23056,wfZGngrCpys,0:38-That's in Bulgaria!(Buzludzha) My country <3,1,0,1,038thats bulgariabuzludzha country 3
23080,wfZGngrCpys,justo cuando va a reventar se baja la musica :'''(,0,0,-1,justo cuando va reventar se baja la musica
23115,LDcm6twPEJA,3:17 studying frame perfect shine out of shield in the 20xx handbook,0,0,1,317 studying frame perfect shine shield 20xx handbook
23161,LDcm6twPEJA,Soooo.... what your saying is....\n\n\n\n\nwho is getting the iPhone X? :D,0,0,1,soooo saying is\n\n\n\n\nwho getting iphone x
23176,LDcm6twPEJA,PS Beautiful animation!,0,0,1,ps beautiful animation
23313,oDIDZ9EmQfA,Your awesome,0,0,1,awesome
23352,oDIDZ9EmQfA,I LOVE THE DACT YOU ARE VLOGING NOW!!!!!!!,0,0,1,love dact vloging
23458,i2kJUYeb1Kw,Best spicy noodle challenge😂😂😊,0,0,1,best spicy noodle challenge
23463,i2kJUYeb1Kw,good job niana!!!... hahah,0,0,1,good job niana hahah
23506,Vjc459T6wX8,Maru.rar :D,0,0,1,marurar
23551,Vjc459T6wX8,MARU the great contortionist!!,0,0,1,maru great contortionist
23581,Vjc459T6wX8,"LOL, I knew it! Be water, my friend...",0,0,1,lol knew water friend
23595,Vjc459T6wX8,Maru is poetry in motion...slow motion. <3 <3,0,0,1,maru poetry motionslow motion 3 3
23599,Vjc459T6wX8,Omg!!! Maru your so adorable! I wish i could hug you!!!,2,0,1,omg maru adorable wish could hug
23663,JZDM1bLn7sM,Man I wish you were my sister :D,0,0,1,man wish sister
23715,O78Lpo4ctSE,"Why is it so good?!?!?! Well, it's L A N Y 💖🤘",0,0,1,good well l n
23719,O78Lpo4ctSE,"when i heard this song i already remember the dance moves ,been hook <3 lany moves  pauly baby",0,0,1,heard song already remember dance moves hook 3 lany moves pauly baby
23726,O78Lpo4ctSE,Time stamps of the best parts of this video: \n0:00 - 3:38,0,0,1,time stamps best parts video \n000 338
23747,O78Lpo4ctSE,I think this might be the best thing they could have ever done,0,0,1,think might best thing could ever done
23756,O78Lpo4ctSE,Omg Lany <3,0,0,1,omg lany 3
23780,O78Lpo4ctSE,Lany got moves! <3,0,0,1,lany got moves 3
23798,O78Lpo4ctSE,THESE GUYS ARE AWESOME,0,0,1,guys awesome
23874,NzRuDD0iYC0,Oliver is an idiot!,0,0,-1,oliver idiot
23991,a7Sf_H2cFdM,How is this trending ? Awful,0,0,-1,trending awful
24046,zTjcPeb2Gwg,Your dad is awesome,0,0,1,dad awesome
24075,zTjcPeb2Gwg,one of the best vlog,0,0,1,one best vlog
24109,zTjcPeb2Gwg,5:14 😍 you're welcome!,0,0,1,514 youre welcome
24177,bAon04ZJhHE,Perfect,0,0,1,perfect
24188,bAon04ZJhHE,This is going to be awesome.,0,0,1,going awesome
24194,bAon04ZJhHE,King of the Hill and Animaniacs are both supposed to be coming back...and South Park could be on its way up again. I'm experiencing 12-year-old giddiness. :D,0,0,1,king hill animaniacs supposed coming backand south park could way im experiencing 12yearold giddiness
24237,L3f7_y9UPh4,Can John be my best friend?,3,0,1,john best friend
24241,L3f7_y9UPh4,My nigga John is the best part,0,0,1,nigga john best part
24307,L3f7_y9UPh4,She's awesome.,1,0,1,shes awesome
24315,L3f7_y9UPh4,boring,0,0,-1,boring
24319,L3f7_y9UPh4,#iLoveGivers! :D,0,0,1,ilovegivers
24346,6vGg-jJl30A,I'm so proud of you Nile!!! What a champion!,0,0,1,im proud nile champion
24382,6vGg-jJl30A,Nile you are very good!,0,0,1,nile good
24406,6vGg-jJl30A,Awesome bro,0,0,1,awesome bro
24408,6vGg-jJl30A,Congratulations. You're so awesome.,0,0,1,congratulations youre awesome
24409,6vGg-jJl30A,"so good Nile, well done dude!!",0,0,1,good nile well done dude
24412,6vGg-jJl30A,YESSSSSSSSS NILE THANKYOU FOR BEING SO INSPIRATIONAL !!!!,0,0,1,yesssssssss nile thankyou inspirational
24413,6vGg-jJl30A,Your family's awesome,0,0,1,familys awesome
24426,6vGg-jJl30A,Congratulations Nile!  Phenomenal!!!!!!!!!!,0,0,1,congratulations nile phenomenal
24449,hQbeB0YXLhs,You are so beautiful! 😍,0,0,1,beautiful
24450,hQbeB0YXLhs,Your skin is so flawless u dont even need makeup gurl,0,0,1,skin flawless u dont even need makeup gurl
24468,hQbeB0YXLhs,Your skin is so beautiful!! If i had your skin I wouldn't even use foundation!!!😩😩😩😍,0,0,1,skin beautiful skin wouldnt even use foundation
24479,hQbeB0YXLhs,You don't even need foundation your skin is beautiful. Ugh I'm jealous! I hope you have skincare routine videos. #subscribed,0,0,1,dont even need foundation skin beautiful ugh im jealous hope skincare routine videos subscribed
24489,hQbeB0YXLhs,You skin is beautiful!,0,0,1,skin beautiful
24492,hQbeB0YXLhs,The sponge is for the highlighter for under the eyes that's why its shape like that... The brush is for the foundation... !! After 7.5hours still looked flawless ❤️Great review 🌹#Riri,0,0,1,sponge highlighter eyes thats shape like brush foundation 75hours still looked flawless great review riri
24496,hQbeB0YXLhs,You have the best skin in the world jfc,0,0,1,best skin world jfc
